complex_id,source,protein_hash,length_aa
PAIR:bdd68fe80c987757365328b7fd874b6ed0e39c5233069c39c9b296150c4c080e,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:fe60bcd9e235ef21635bf86e3cfc6963037ba5a65caa4d59fef38a503b4bd541,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:7c7b9dd979ed29b677cc1809ec384c0dc90bff239d15a028e38535ed732bd038,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:34d15154e0d25a341a18a64dea23944f08eeac9c9a8b28a9ee43b2de4e9b077f,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:b02ac3b1fa37f56f16961d474aa7d8f69b8234ee3edd017cd50a85ce2cc8dacc,NPInter 主表,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:8b7af3de33db2f48a7e172a0e0aa4f4fbb75eb14d498bd3e35c02b8f9a627a27,NPInter 主表,b8f8a175d7403684fd385be012e3e43d33dcda33659089ea7eac2a2d8147e92e,443
PAIR:d2715e2276150bd1fb863bcbf53e3a23721f1f849d4d58c4a14e25b58cfd17df,NPInter binding-site,5ec90b937f38e6859645039f0d3418f863a952bd7e8a2c160ba5a63bc24b36ad,250
PAIR:de3010793b221fd08c2536e1d200490c14d692052147998a27da53d111e21199,NPInter 主表,04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,329
PAIR:30e454a7d46347df60fa208c216f44e50143c2e1a59b9f372ed0a4de4b865bd9,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:7c13333058d9dbf157cd62680e1a94ab21e9bf0586d1acceb0138152aae10508,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:362de3f9715a06251caaf0af87892c155ba81689521ac991af5f7347c2695352,NPInter 主表,870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,977
PAIR:787ea1c985e6b24ffa839fbb3f9474f220cdf7eed55c63b5bbb7a2a997e3aa64,NPInter 主表,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:fb00b06e92452447ed37cd1a1d6f3fff572333dfd1a4ea90be3d63545aca7e26,NPInter binding-site,8fdde7a3c026c5219e0871010cd432b558b191ac36a7af37b71eb211865fc066,352
PDB:24ND,RCSB PDB,839ecba2ce9d21862831550a9fae643ec294d187df24b0b9191396a4734632dd,540
PAIR:adc85ad366b85cd9941518e35e9063ae39cd7fbfba9f8aac3a7ef0f0e243b394,NPInter 主表,b8f8a175d7403684fd385be012e3e43d33dcda33659089ea7eac2a2d8147e92e,443
PAIR:87cbb4f0e20a586468f67ba2678cffb89df1486505b24bb4ff1eaf5e076600bb,NPInter 主表,e295146d6988d3c1648023ff523b8c0f0979e2088ebf7a8b266bdcb2193f6ad2,810
PAIR:3bcc49fbfdb5d07e76edc1b30a06a12d856e065226b4975c5543f86c39b89718,NPInter binding-site,04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,329
PAIR:f09d53b4a3a06a91c2c8f9409902ac2f75ef1a50b17cb580efb16087fbcff93b,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:2bfdd6e737d67fd67e9ba17e4e57ad8d9e71f22c1f79c2d49ca49465e0beead7,NPInter 主表,46442fe990309a7ae743099a011abc55c1aa332d19da4659d9174d14dbe45ba4,600
PAIR:3c93cad7643f87e76a26fa514526ebbc6fbbbf49df6c22ef5b241c0d68fa6261,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PDB:5B2R,RCSB PDB,edb87bed3e893979d60d45a625c0237a6b68782eb843ffc806f9a469a85a4f45,1372
PAIR:fe9944d6aac4966e2a54e0bf7cd9c9b544600ce50f1a38cf082dc63adf25457e,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:e46d42fd7b4d6f9d995c503f1071c94578bc4c76d8c6892fa8d5b907db33daa4,NPInter 主表,87386ac4315947d0ad1094d2d48cb0118f9ce61c722e2beda3c80bd0e5bebbbe,391
PAIR:339c839b10d8bbc1fbae7c6612a23ddb232e24a2f1c45e963aa9b5947f748221,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:1d86b60fe15d199dd1816b3201a7af6c993ea54ad3bab95d395616514b086489,NPInter 主表,7c8352f9f46d61a04e6bd6e3177d082eb2f5beef0c88831d9739d8aeafab1085,477
PAIR:f46126365115c976ae39b486d1a502fe264eb84d2037c550a9057e4744fe8a97,NPInter 主表,cbe15fc80b0634f84d7299fa370a329e37024ef5afa603899deab1483df850ca,238
PAIR:df28eb2b083705d1078c1ec30177462cb440a3eec526eed2b417108c2c207776,NPInter binding-site,9e62ed7fce0b01304350ed65fe685158bd77a0e9365e63398834a250c6394d1e,577
PAIR:ae2eb18729773bf24e636c0a193b5b8df0ae6281d82952aab47797682dd1b7eb,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:9229c3db52a011f899a50e359993348ddccbdea6e5a628a7b4d69cc5cb4f0111,NPInter 主表,0398f25f8a0f4a4191727351d2fd54d124020728f209a603d3dfc039e2b3299d,352
PAIR:46d1097bd0e0227e084355bf7067cd96f9356359b0b87033817cbae8b6c7d2e4,NPInter 主表,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:d0382045c357e549689a82e2fb646b18712e16ed32832afee9519ff52bfd84ce,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:182547c0c45f674c3afe2f2efa8d95ab04e650f7219311e10b93f5615d865bcd,NPInter 主表,e9dfe3add14d17a938d9a42fa9356ddc680181c6d3029b216f9a4577c92b8cb4,577
PAIR:f18da14b9de2551f2f2237ec9c3c8da260df37f947e3745f25a79700147b1c46,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:fd3d203251141d9f7868c6214f330f960606dcfc99d27a2cf55ee7c65a3208a8,NPInter binding-site,3f9af6907ab151112248497b3aad251d993cc9c76a2ff8a6b5c7bdaacadba840,341
PAIR:b1b0bd8753dcb7b93dd4367243574cdb946cfbd2f83328a57352621ba3c93d26,NPInter 主表,a5eb2a05bcffda742112224769a5500aa6d81f8494ecef83da7d02966049517f,551
PAIR:ef28b4f8f7d705da26baba08ba81d1495972cf983e8f2fe3eb9b29c338104c15,NPInter binding-site,471e95563918082caec3b5cd193f78c72a43ca7535721f27e3f371d0ff5454a1,1374
PAIR:cb519e8682a0ed820056a03df793e869581bcd357db0bc4d07a354e33cd8563e,NPInter binding-site,27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,386
PAIR:5c85f552b7b96306ea0a3f7b43be3f799ba72fca69a6d3e721017884e7909695,NPInter binding-site,e295146d6988d3c1648023ff523b8c0f0979e2088ebf7a8b266bdcb2193f6ad2,810
PAIR:a9ddd19a2e971e9e3796cf4e6cafe3e2dddf912b557ee598d2610f7080edaa46,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:46667b3085cfc70fd3dc74baa0e235e7a9d52642af28e95c07674e38973c1e82,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:587ec1b42194d2f20d2817cf7ee032995ac4a0be059ac3692325be94c4644655,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:e778b307e011a019f8e9bf472fbcba3ae6fd59a82fe2f9141cf0ebcf55dba4e2,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:021178ea2559622a06f5741d28a7eb2e0421f0a0e01b60222cd7787041e84c5c,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:31dfd14be59979d0e440d715be955b5e00851d317a842d402ae7dcdfb4b8a692,NPInter 主表,a9185594bc716a1ffd996c527175e11ab853ad172878377518d0090cc3275031,449
PAIR:056deaba73a3a4894d37db146c02febd5138d6246f93ffe4c796ed24f1bfa84a,NPInter 主表,b2043073f73f5e619b44997fa53feff83f5b1330f516a6efd0e0046872c461b9,754
PAIR:f16dcad63bbabc0615258131dcb9fce3304d6af47e9f8e2212c0c9da2a25690e,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PDB:9HFL,RCSB PDB,78f16cac6a9641581d50061699f49acbea1d226148bf544f24a63c74bb63051a,156
PDB:9HFL,RCSB PDB,2a47b6879c1f6057e469091277479235c9d0c9a779a759638dbaab9a3a4cb4f0,394
PAIR:9f7a039de799860728f085218eb46afd605c5d721931d48d69bc23df2a278928,NPInter binding-site,27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,386
PAIR:147bd6da06f6f0e8c884b891cc5d7a554c6b9b4fb78b8edb4615506352177af4,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:c4b6da757ad7b317bd7f6b4f5dcb751bf53b610d630b11d63a28f4d28f36aabe,NPInter binding-site,1156c074a7f022e2e830a4f7bf2dc9f681452791f1bc93013ba64c90bc7a4bb3,847
PAIR:71e822f0df24e6ef50179aee9cf45d789d6db9dd31de6c783db36ddcf0f64b38,NPInter 主表,070ee8283d84b7963db0400e059a9f5e768628e5f4625101953ccb162f66ed69,1082
PAIR:cbf594f6307c0985532987cedd599b7dd4ac3343f90750fa5c1512a7daaa3fa7,NPInter binding-site,04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,329
PAIR:a3827118fefae718d091ac041d1b3291fcaa25efaa1ed57c55fe10071b5b4ebb,NPInter binding-site,c32168aa26bc469504206e8370d57f8c5eb232d39d5b62fa5ff8d2890095f61d,690
PAIR:3edc1c1ec1400d38bfc4117fe0990e84462d7d65ec45fade53ef2e5fb4257589,NPInter 主表,d25ca147d658515cdc0d3667be00edb3e0ed37339f10343e7e59b75014661369,127
PAIR:e6a89694554305dae773da500d1dda0776a05696e60a541e702d7d41c191c33e,NPInter 主表,d0ab90ec41dfb6e98da7a058eb1157f61190d5bddb6f07671e674e95f21efb3b,475
PAIR:d9182be8fe8fd65f7f5ca4127128cfcf7064f4e2bee0511afea3317605b71e51,NPInter binding-site,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:158fe8c9cd097528c96f804d2df121f3fc156635be853ff0132410e66ef126e0,NPInter binding-site,d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,463
PAIR:b15df9bd2eb09727ae0c79e726bdeca7456190b3841114dd245ac369a86b54d4,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:daf73767089e316b4f6ed18ac62d85ce9dc404974de61b4a45fcf3915dd24c36,NPInter binding-site,66f0c984b23f5b0d97e0e41f06e9e208e27b165f4936f1b79097098969e384de,730
PAIR:65caef4a211f0737ff6b183a3cd8340cb7b0f97f22deca8a20d75e3221ca9343,NPInter binding-site,a88214235ca79bf8fd1c4f06548d145a54ad9c349c90f4535279e4d93d47bd7d,724
PAIR:f12de039c06b4bf305bb9a7b0855e5684592c5c78e8ad4eb74be32d9666ca22f,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:ac2a30a0ce5fd3089875a0d9f3997af742532e60edf3a73b388c28deea740369,NPInter binding-site,b2043073f73f5e619b44997fa53feff83f5b1330f516a6efd0e0046872c461b9,754
PAIR:18a0eea85540c3c23ba759160da93a0d3ca35ab573e2d9e28cc84896fc92dcaa,NPInter binding-site,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:b7ecf5701dc70e6a0afaaa9c09eed38dfd8c8639f909eb79da994b12d69e8f02,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:a62e5934b6226cdd801ac28a43adb5c0da85400bb89e7298598da65f9b506b29,NPInter 主表,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:c23b3ab0f87b3988e0e1822d78224494f4d17c5a38ae86985b4d6e29f11a2fc7,NPInter binding-site,d0ab90ec41dfb6e98da7a058eb1157f61190d5bddb6f07671e674e95f21efb3b,475
PAIR:52ea939d06c4c75a140542dcb98c6e6d341acb9c58e11116da19bc9731c5d909,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:a72cb148106a71aaf24030c74ba3518306d72216ad530406b0c32a3ae9c99fda,NPInter 主表,fe2f58ab5c0d00d21d306407b7b4272c66dcc1e9ad8ed24c8afdd3d8fef67482,619
PAIR:e59a02927e3a1948e20bcdbf09b0f8139800f083633b5edcf0c398dea3291f11,NPInter binding-site,0b3876acee6e8459d85659a285943029f82f8c1a8b02bea5384113244bea94ca,977
PAIR:0f93464571fe2774754a69c264fa95285e59f098731f5d31cebe212ffa1a5059,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:1cd9aa0a04f8634523d5c40bf57772b2044fe3a9536dc8f56162a83e5075971f,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:37a1ab601711b0accc717cb26411232d2eb44462c655a31c724f1ffe0062e955,NPInter binding-site,070ee8283d84b7963db0400e059a9f5e768628e5f4625101953ccb162f66ed69,1082
PAIR:83975557c0d94b70d86352a0e3b72048e328da5c12f367096d8d61eb9f15082a,NPInter binding-site,0ac226c1624f0a1afc89ff3f2dcac364bc6a7716762d362dcfdc01538e620eb7,240
PAIR:23460861a72b0cfe39b09f956372063d58b96d10e62a1395f820f8e6902aa9b2,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:034156b8ed0f3d1cafff249ad9d84e0547b1932bf46f8b8865631d45551df24f,NPInter 主表,c473e0faa4251ccbf72a4bee0834a7602ad36606e7830aa8b016f26fb37e6831,367
PAIR:d7ab01219de717028c65502eeda3edb171c518ca440d86336b85ae62b7248f32,NPInter binding-site,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:4e6c6b5181b72869d290ae78331a60990366e79d788d8ab1b3641627cf589d76,NPInter 主表,7d0e7015e56114175dd0b53f4d94b9b246eecd9bd9a731000ae0388774a2f5e5,738
PAIR:63957b1940123acb042c8d6a2c19e23d52c39f12eb403884578af02af216f9ff,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:ca33efb604a6c9a928f32b5f511015b4c59201c40a737ae39b41d97067213d3b,NPInter binding-site,1de29d2a5450b57954d6324ba900569207a68bcd2f7c3e2e316ea1be2b8efac2,360
PAIR:a13ae5ca39278c474c23261295ac234a947bf79fa028ad4ec62f6793d48d399b,NPInter binding-site,2e710fd8bdeaaa1ae9c9639503800bd9ffbe85f13d1541945cac777d2a84a8c2,1194
PAIR:56200cd0c1cead9fe0efbe5482dc2411ccdc9eddb0f76521f9f430fbd307a254,NPInter 主表,4f262363ce32c00cb3ebdb0a9895f255e59d51e26b7d4141cebd0e49c7b4c1cf,861
PAIR:7ea37f789a4babc162e0389adfd35ae6ee7d257ec42d1b65d9a07a92f84caf83,NPInter binding-site,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,599
PAIR:ad773b0c787922f8f2218389bf16a409f6b7a7a4706fa028ad77eca5120e0891,NPInter binding-site,b2043073f73f5e619b44997fa53feff83f5b1330f516a6efd0e0046872c461b9,754
PAIR:19f99d09fe7ecbb5269ee58f5bec2ba6cb6192c4a234375b5dafcd2df8fbf09a,NPInter 主表,505b9fff46cfd07019766c1534281c37f408532d0acc4d7698c5281af0529355,486
PAIR:d980e4672be996c0693f4f7f3816aceb53d07fdbe3643a16850a920305d531a2,NPInter 主表,7c8352f9f46d61a04e6bd6e3177d082eb2f5beef0c88831d9739d8aeafab1085,477
PAIR:a0e882284bcc0670de01a0ab038eced8f926b7d03aa3fe659953f263526b5886,NPInter binding-site,0ac226c1624f0a1afc89ff3f2dcac364bc6a7716762d362dcfdc01538e620eb7,240
PAIR:ba6a60f60f5a88e824d4d26670f370ca4969a545a6691b1d27f3ae950ba245d0,NPInter binding-site,ce2c05287395b2074a1b926a54c17cce93ccc6595614a3ab2df84602d354dae8,1066
PAIR:78ed208d7bfba8fbcb10cbe23bc1395deeafdcf2f86cf08353ab29cf8d5159fb,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:3a8274de8cd29ba7b0b68c215a7ea9e1220ec656089087e5c52a105340672715,NPInter binding-site,27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,386
PAIR:5b34cc27dcddd0e73c3fa85e0aacca74ab9d39bdc7c37f775a338f017284411c,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:a0cafbcd806fed9a689337c0646b54a7d34b51a0bf9bea486d3dff922703ea6b,NPInter 主表,7d0e7015e56114175dd0b53f4d94b9b246eecd9bd9a731000ae0388774a2f5e5,738
PAIR:e1452d24bee45675c38c57ce26cdfea1f866d58b445ed937e250119d672d7c12,NPInter binding-site,471e95563918082caec3b5cd193f78c72a43ca7535721f27e3f371d0ff5454a1,1374
PAIR:c6b8b9f1ebd04b181ea3af73aae6b7749f4c0196cd8433f147604684381f5f3e,NPInter 主表,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:1c458710483f34505e6b54b015fe26e65fe23018a2b223034bd4c53a249cd411,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:bc52d3f16c5d5681c42c8c60ec7c969fac871d2ac290a19bb52689233ac3efae,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:fa44abb2dec6fbecfaac7a7875e4e3d11d1921ff06fa6e066b5b968de23049cc,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:94435b83a33ed79690e9132f56aba576b18988b46c7f405f1b1d8657507baea4,NPInter binding-site,e295146d6988d3c1648023ff523b8c0f0979e2088ebf7a8b266bdcb2193f6ad2,810
PAIR:f5ad2182e2483d2ebbe65109e5c69078b481c25f5e1bb01129e6bee51b40dd12,NPInter 主表,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:f7f2936543ca4292b8b8fe8cd66d0e7ce224faa0e6230125674876126687d1fb,NPInter binding-site,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:36e1f27937a9d9dae80a0f44c00e0ecc7c46e3e6f55b229572980a52baeb4569,NPInter binding-site,870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,977
PAIR:ce2200e9412db70bfe5ac85ddea4b80a88c84630de68dd8283e780ccb4cdac37,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:bee264484bdab5dd82a46951022d795d333ecdfc432acd57da3eb2064e0f6980,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:539eb16ca12b8d3849bad86c46f890e9e8a67577b014417ea1750b805a4dc478,NPInter 主表,91afa9c2866d405a99bc80d522153e62749cb0970635f9feff16b3eba4bf7ad7,471
PAIR:f090a1c973d3b8c63b7ca733203a3b762d4e2e9e58d165423fcfa12f742f5649,NPInter binding-site,0ac226c1624f0a1afc89ff3f2dcac364bc6a7716762d362dcfdc01538e620eb7,240
PAIR:00c3050a40547b0cdfbd563159f4f5da844640d32e6161345b057bce0e7fc7a1,NPInter binding-site,88d61a0a529c2068e1b73f4bb1fb0a3b421b3c0f3994bb48b667fd23471202a4,856
PAIR:b2ce00a7949030eba6b9f7b2b4970e5f620829379a411f89a1e5777ee9983e1e,NPInter 主表,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:1cba3209435bcb5312d8585e1494002e6be308c8a7e5f278abd9363310fe7350,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:d922df14edee41315b8b16b72b4dabfc87052a1ce79ca3c7fccdca11c25a5ce0,NPInter binding-site,b85d7e4ff7db6cd0b25d7a9571aad34875a1fd0bb855943a32b5b65aaece7880,548
PAIR:8faeba14dfec82e83116720591151f01b7cc4cad1ef070f672cec30edf66a2f8,NPInter 主表,a88214235ca79bf8fd1c4f06548d145a54ad9c349c90f4535279e4d93d47bd7d,724
PAIR:d417118eac9966d339859823e0494c43eb401d23bd3d0ac84ea39864d53d2a91,NPInter 主表,ce2c05287395b2074a1b926a54c17cce93ccc6595614a3ab2df84602d354dae8,1066
PAIR:fc844c1182eca65772f5e14c5d5fd882d3a25b562a30f32a46e4a276b5b6d13d,NPInter 主表,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PDB:2OTJ,RCSB PDB,d1f511c9734a66c91cfe80ebd4d8f6151a823798362bb9bca6f428bbc3174e0d,177
PDB:2OTJ,RCSB PDB,350d8f26a4d04f353d589b47933b3e5b52e32cbd905829f45a0aa40db6c016a6,96
PDB:2OTJ,RCSB PDB,4a77b1dbf5ea46cdc53a99480d1810dd3a7f3a475b5d2c62b80eaed98e9a781a,171
PDB:2OTJ,RCSB PDB,10f9806775ba8d6c046814b5890af6d74286563598dbe0ba0ce17cc9c4897b5d,154
PDB:2OTJ,RCSB PDB,395066c734d197dce7963571e280cd0d46bbe0e2783f12232351cd008bef36de,187
PAIR:6a53eeb993e81d1cd463dace720594b9bc41aa9696f7511940aef10868c5b97b,NPInter binding-site,222a9960cf85935bce6e7f986912eaed6d69230a47a3118ff19298fef1c39d92,372
PAIR:d94674fc0a93843ccd242c254e3654ffd72988b720362621d75c5cfc7f349b63,NPInter binding-site,9e62ed7fce0b01304350ed65fe685158bd77a0e9365e63398834a250c6394d1e,577
PAIR:90acf740cfd4715790134c9831a54449c7a06e4d4041b84ead81135a8dc66188,NPInter binding-site,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,446
PAIR:71b00855ff7f2d43b3e7943003ad7f71c74549ebd805ed0f156e5e63b9e6a6a3,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:15c092e4899b8f60aa08c48b9bd5ffe915a117f0f4946a938ac939b92b5876b2,NPInter binding-site,7d0e7015e56114175dd0b53f4d94b9b246eecd9bd9a731000ae0388774a2f5e5,738
PAIR:c9cbaeb37cb9edd3900bdab462c22a02d973fc00143bce382627fd92bbb6ad2a,NPInter binding-site,870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,977
PAIR:79a3f9e42db65a3b1d0b138ff52875928284d3c46f83e6d660575f87182a221f,NPInter binding-site,654ee85187355b550d5edfa16ead15f1d2a95a877a3e61c8840411f33709e83c,1034
PAIR:27a664f5531609e79898f2eda06855f8127224eb4acde80b0ac5d70a4adfaf48,NPInter binding-site,8b2e054eee76971aa48f4d8f9cf47661f747aba633eacceb25a35ff1c110d9d3,55
PAIR:df62f39b6a9839998e3b8ca059291270f40592d5583e73b5e8c90603547beb8e,NPInter binding-site,38007c86c8964651573614630370c28d12e674fbbfd29ef28f32aad9ff298b37,894
PAIR:4acced0ce4f06c0d386e439a2052e4a85b6b2b77ed60b923831888b03b0d1dd3,NPInter binding-site,aab0c76ff7fdae28f6d15b03443a997f6fbc7bc2c273a07a5fef73bf60c1910f,557
PAIR:eacd5a15cf45c4e6a638d35550c384d1485b3c6b9a76cf3fd7d0ca25479f0c58,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:aa6fbeda2379fefe2eece553e28fd35e4f226cf956a8b5b2927a4d6943850a2f,NPInter binding-site,e448a457dccb5dc800cc0e3e4b687a146423ea7e18231d08fa9f0de52d3eddb6,1118
PAIR:68d5b0836177fdd1726fea7fa739b5d0137e2ae51d39475400e1cf6399389e97,NPInter binding-site,f4773c1f8040890d506a167b70759e2a084bbfa1c1606db2ba105c4878e4c798,579
PAIR:57d4817e28fd3aceb88345eead0c128b684045a8d0c1d59972a73ccd8d4eabc2,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:53a61a69a5299a4f3961134d3ed41b2610501f3018506061b5b3b47515615fe7,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:943d90e0b5a13fa058a6ce710026f81f47dc408310e3840ea1a005e750cfe4a4,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:789fccb9a22986b7471e7b1d94254409538cab0f0c615ddc4684fdd1c43ef1e6,NPInter 主表,f38477763833ad45b72e03cb48014af398acdca635f0bf9cddaaddcbf31eb0e4,505
PAIR:cb149c26aa81518687adff66d8aaa1618032ad78694c304cbb91acd3341df009,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:eb5306389c22c6826a9f3ae7cece502260600f592b2a18146fbdd74a368518f1,NPInter binding-site,870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,977
PAIR:cde7ec88c9134a2f0f088910d1006fab5bd592ad624a2ee20cdb737d4588edaa,NPInter binding-site,d19abb85e8efab173b20be101ab23c595b62aa06850b2ee738002ed7111eba69,365
PAIR:4e16f3cef76e4eeec4f8bb1bdb6fce6a515b01d5151cf3354c786a436533260f,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:03e1645465471b65e454bcb2bc205a5f971bc98e8b763ffb8c68dee2483e7125,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:c7852d4f7a6d39a94aa44294ac3b44d00c277655d0f33c6e9d7b98c6def774d0,NPInter 主表,b88c2444ebf7a4983eb5d42f0e911a7c726767ab25d09aeaf5a7b0b760e820eb,662
PAIR:de38678661dd1c8d620a6777028a5128e82cef5ce8e44d09dbd6eb5174b387d1,NPInter 主表,87386ac4315947d0ad1094d2d48cb0118f9ce61c722e2beda3c80bd0e5bebbbe,391
