rank,protein_hash,protein_name,protein_accession,protein_length_aa,complex_count,source_count,NPInter 主表,NPInter binding-site,NPInter miRNA,RCSB PDB
1723,6c51891c24d823be1fdabcee41fcd2f2503b381fbd66fd8fa1d96cb4cbcd4e41,7YOJ_chain_A,7YOJ:A,867,1,1,0,0,0,1
1724,ca527203f01faa27c4e8f29c4ca90f0e7bd24ad6334eb6275c559651ef22e482,7YR6_chain_A,7YR6:A,55,1,1,0,0,0,1
1725,86e4cc643aa1293ed9b9903860faec1eeb92adc5082218b35c086e573ce6eef8,7YSE_chain_A,7YSE:A,303,1,1,0,0,0,1
1726,2d2ee7a106a6efae7319563e156266b584d50b1b25511b48d8818adf263da48f,7YSE_chain_C,7YSE:C,697,1,1,0,0,0,1
1727,cbccadfbfe20809670537ede076a08d2313fc7f3e3e05e3e2affc08e99f1f859,7YYN_chain_B,7YYN:B,1765,1,1,0,0,0,1
1728,8f2fa2c7ed3662f62f54428afec1655c4c87eef2d9ae76062b284ab7d3400390,7Z4O_chain_A,7Z4O:A,517,1,1,0,0,0,1
1729,598f6fc0444e4ce40647bc0cc2298cddcbe37ef0973f1d5e24cb729dd29a6daf,7ZAP_chain_A,7ZAP:A,97,1,1,0,0,0,1
1730,53474d6e21e5c8a91455e84864f2b1d65c5e373f180e19df71f84c37b7bb53ef,7ZGP_chain_B,7ZGP:B,208,1,1,0,0,0,1
1731,12664aae177c792d39b59dcabb893af18672df1eee0ead8a9fd5dee1f410fed0,7ZGP_chain_E,7ZGP:E,441,1,1,0,0,0,1
1732,323f7c2457ae403614174a7d5ba172df70a532e20962f6800cb2043defc43248,7ZHH_chain_A,7ZHH:A,236,1,1,0,0,0,1
1733,06840a8a463950c96c9be1df7eb2ecaa9094544632e120ae3b48fb55cd7bae8d,7ZLQ_chain_A,7ZLQ:A,86,1,1,0,0,0,1
1734,edd61fa53132fd35a7e3678f57d510d2a9c416852d52cd0ccbbffc75963bb4ea,7ZOL_chain_A,7ZOL:A,1799,1,1,0,0,0,1
1735,a0233bf6c489aa1a40b437931902f109a3f8bab8695dadd6af58c777566dd0a4,7ZPK_chain_C,7ZPK:C,373,1,1,0,0,0,1
1736,94fa9742f9037a233490c3bc25a6f74f8cf74c4b1ab5853f6a1e4306da8b0fe9,7ZRZ_chain_A,7ZRZ:A,263,1,1,0,0,0,1
1737,436cb1d87fb4669fc2aa3ee995cd56013b881b3b14fc829b19287911a8095c85,7ZRZ_chain_B,7ZRZ:B,260,1,1,0,0,0,1
1738,bb028ebbe893b9f9eb1d6f18ca2e51a5881529299906da46a9251eb16dc8f0e1,7ZRZ_chain_C,7ZRZ:C,293,1,1,0,0,0,1
1739,3af736c4459b8a1e9092654f0cfdfb28b149ac9191fbd815c3660dad2dc9f1f8,8AF0_chain_C,8AF0:C,123,1,1,0,0,0,1
1740,a3ef8bccfadf8460bf428c8df4eec31726ea8f609aebb92d395f589357853737,8ANE_chain_A,8ANE:A,316,1,1,0,0,0,1
1741,1a88307083041fcb7c104d83395b61638f4261c328728c7f1bdb10aa78ce5f26,8ASW_chain_A,8ASW:A,1349,1,1,0,0,0,1
1742,027ffcbfbdfe491cfeab68be143e47590b1b41a93c82697c0511516eeea61022,8ASW_chain_C,8ASW:C,557,1,1,0,0,0,1
1743,3c983ca799d17666760b00e9030bb08f20c9952c9886cf77b055b5922d667ba4,8AUV_chain_CA,8AUV:CA,248,1,1,0,0,0,1
1744,a4373f9c75dba7e6f50587744f466d2b1a82f587b2364d53a5706b45ca4d0ac5,8AUV_chain_FA,8AUV:FA,210,1,1,0,0,0,1
1745,5104d0c12577de6387bff172d5668ecbdd407ed60beabdaf6748e010473f1cf7,8AUV_chain_L,8AUV:L,127,1,1,0,0,0,1
1746,9fef4ac18d95b22a4a573bbb336b336c0004f473491d4c3b51aa980ee11801f0,8AUV_chain_U,8AUV:U,150,1,1,0,0,0,1
1747,be4f4e9cf88bd30c1ec1e201841e5aeb2c364294c6a2813bd535a57f07ec1504,8AUV_chain_V,8AUV:V,142,1,1,0,0,0,1
1748,6223106215e2a3bf5b0454273a5de1afa387fc4f1554e215a9c562801fd8c1a3,8AW3_chain_B,8AW3:B,221,1,1,0,0,0,1
1749,0c7e66cca9d0b04a93093035c568db04c29a7c5b1dc60f7c53e8a7ea76b73180,8AW3_chain_C,8AW3:C,369,1,1,0,0,0,1
1750,2081bf26efe2116d7a16e3d626f6a3e64480b68f96f365616c3856e8a7f40c86,8AXA_chain_A,8AXA:A,651,1,1,0,0,0,1
1751,9d8703d5cad323778a2ee378b7d283f2f7418507f2b0c8281fc4775305ae0e79,8AXF_chain_A,8AXF:A,315,1,1,0,0,0,1
1752,e7fa6851559775a83dc9a3d365adcbbceaa1f26765c07a1673104b66c9a754db,8B0I_chain_A,8B0I:A,284,1,1,0,0,0,1
1753,9c909f9e961098720f613723a8b9b7083b096e5238f616972027e3c6e1a9e512,8B0J_chain_E,8B0J:E,581,1,1,0,0,0,1
1754,bc1fb16161e7465fea6ab7905405dcd01f7aed3517f70011ff3de4f4d7700420,8BD5_chain_A,8BD5:A,698,1,1,0,0,0,1
1755,eabd04b124f11bc4b5d0d302b039208020ca1b8d0236ac84a79af7889cb183ea,8BD5_chain_E,8BD5:E,276,1,1,0,0,0,1
1756,82898494764000763fe4ec026304de998ddb8289d17868607e8878bedc18d33b,8BD5_chain_L,8BD5:L,167,1,1,0,0,0,1
1757,a5fdf8a0e2daf9490e62a32e032f801af0dccdf18f9c1874ba6dc4e9d67e1756,8BF9_chain_C,8BF9:C,353,1,1,0,0,0,1
1758,a42fe6cb16e25ecca1b093b22af8406d334df2c80779c701847bed56aa3c2f57,8BF9_chain_L,8BF9:L,475,1,1,0,0,0,1
1759,3eb12843818f89e8f8be75f334ececc690660e12adbe58fee161d14599cd985b,8BF9_chain_P,8BF9:P,123,1,1,0,0,0,1
1760,84edeec92ce0ed4d655e2e022c4088a9009947ade43468641da953795e75767e,8BMW_chain_F,8BMW:F,272,1,1,0,0,0,1
1761,9c2256c4c1161754d223e142d1278d45471f6345e065e5ee8e465aba89f368f4,8BMW_chain_G,8BMW:G,202,1,1,0,0,0,1
1762,369fe47ab735908ca9a346bbbc75c388d372f1cb27cf1497e3361fa6ed6102b4,8BMW_chain_H,8BMW:H,252,1,1,0,0,0,1
1763,b95bf293d97495c70daaae3640737ccf17e045543b1e2dfbf3e92166e58e0985,8BMW_chain_J,8BMW:J,248,1,1,0,0,0,1
1764,713060c1427dcca01ea98565e6750b8320641097432d4cd272553c4446e045d4,8BMW_chain_L,8BMW:L,278,1,1,0,0,0,1
1765,e4a3fd1d5f27993df0c12b578101b9097ba41ac91fdaa827f6a5e06d9ecc4c07,8BMW_chain_N,8BMW:N,829,1,1,0,0,0,1
1766,7f95b34107cff52bed66db672cdfde2da3e5b820f5182bd1f4f7fe88df072aad,8BMW_chain_O,8BMW:O,300,1,1,0,0,0,1
1767,4f59a0fac20a9c4df5e6bcc69c7b2564b7b08c059549ee910f841d48b89812eb,8CBK_chain_E,8CBK:E,533,1,1,0,0,0,1
1768,da0a65b73c5983561558e9adc73760a9d2564e4e9cdececead2c0763321d4559,8CBL_chain_E,8CBL:E,826,1,1,0,0,0,1
1769,e81c7a9dd35d948b01dcf7a364a50736bf7d0485fa7bd4914f0efd3d288ca33f,8CBM_chain_E,8CBM:E,393,1,1,0,0,0,1
1770,c882642d2bd85675bf36f9ee8c326c0442cb554bfa3932c132259d1d6698bc19,8CBO_chain_C,8CBO:C,255,1,1,0,0,0,1
1771,6cefdb0498e72110464cd1f5bcd477a3d8ef06eb92c97e122122baca86c85e9b,8CBO_chain_E,8CBO:E,211,1,1,0,0,0,1
1772,1b19622d9605f590cec2ce26286f089cdffe93c2f3cdb275ef346e860b692c54,8CBW_chain_A,8CBW:A,532,1,1,0,0,0,1
1773,047913cad2698a1ec25d29697800d7552e3f549fd4868b6d7dcf8414f640e378,8CD1_chain_AA,8CD1:AA,204,1,1,0,0,0,1
1774,4751abab8eb3f21935598656f4f71406eb3cf26cc72d35011c0df05d78d5c426,8CD1_chain_AB,8CD1:AB,370,1,1,0,0,0,1
1775,46358716853b6c2e29ae178e9f8fb91b51f918e5fe9160ddc0a11372ac1f5f9e,8CD1_chain_BA,8CD1:BA,85,1,1,0,0,0,1
1776,4b3a9f1a55f113070ba2e5263bf6cc09e4062ecd96ce74e2bcb3551e5e76f870,8CD1_chain_EA,8CD1:EA,58,1,1,0,0,0,1
1777,45f7bacd3820b1a060a74c5424e4428ea92d50e2b773eeddbd3173b9d84f234b,8CD1_chain_K,8CD1:K,179,1,1,0,0,0,1
1778,f9631497d482b4d8e285a478fcabfac1292c5c69149c4a4bdd71401b26a2a726,8CD1_chain_Q,8CD1:Q,71,1,1,0,0,0,1
1779,dc39d276b6fa98b4603b9036e576bc4149b5c103425ff5e01b63df2898671ac3,8CD1_chain_R,8CD1:R,137,1,1,0,0,0,1
1780,ad83e9f5c8df196f23e8bcbd4a56578b1b109f61d4a304c59b805241545764f3,8CD1_chain_T,8CD1:T,116,1,1,0,0,0,1
1781,5606df60c4addf05df8d460e0a8f6887ab03d18cec3df5c5f6aa731457a0da9c,8D29_chain_A,8D29:A,229,1,1,0,0,0,1
1782,494f36ff717e9073fdae19ea0fd2f61583b14fa44bb3a1e6e47fc1416ed65f46,8D29_chain_B,8D29:B,214,1,1,0,0,0,1
1783,efd57f555ceb0efd2c9e6fce132f506be3f6c26865f34d445dd43408e9052c41,8D2K_chain_A,8D2K:A,1138,1,1,0,0,0,1
1784,f3a3ad449f3a1f9bba9aac8c9d2ccc84642ec91938f21cfb5c8b004ebf67b7bd,8D8N_chain_A,8D8N:A,1717,1,1,0,0,0,1
1785,6dfdf5f7e0e3858f20098cbdf7e251ed9e7076be0be114dfbee68c2599be56ab,8D97_chain_A,8D97:A,1600,1,1,0,0,0,1
1786,325f9eeb3adbe732d9c72707e2e2403107dfa48963cb97c25bc8cb55e3a90192,8D9F_chain_B,8D9F:B,1242,1,1,0,0,0,1
1787,f80cd98c86b808898498edc044c3834f6517785af52df4cfaebf51d5ed35d7fb,8D9G_chain_A,8D9G:A,679,1,1,0,0,0,1
1788,3ff056decab29634d525de8cca5714f0d5308fcd5cd1295d9ee88c4607e398fd,8D9G_chain_B,8D9G:B,1286,1,1,0,0,0,1
1789,ad4e34c7e4aa56332442878ed60dde97f594e7294feb8ba2f87ae5eb2e3629bc,8D9H_chain_A,8D9H:A,1270,1,1,0,0,0,1
1790,ea8669b11f7c496494b76102124e0aae2d9c1a57d9a9df233e030d3c9eae1344,8D9H_chain_D,8D9H:D,666,1,1,0,0,0,1
1791,b2d8406412ce1d0bb79d17bf34131e8869a474bcf454ef95c31f94ac97ae8619,8D9K_chain_B,8D9K:B,405,1,1,0,0,0,1
1792,21a71d122c7b1ac889e12569fa55cb95896cb9e08db14adf88d39175a648018e,8D9L_chain_B,8D9L:B,276,1,1,0,0,0,1
1793,f1137321c629dd9a75ffbf184c97554bcfee0947e6342036fef2c61c4b2733f4,8DC2_chain_A,8DC2:A,756,1,1,0,0,0,1
1794,395656175a444f81265f13e1bcf9ef7234f5144c66e3e1ace313f0d0dd54ca6a,8DEJ_chain_A,8DEJ:A,227,1,1,0,0,0,1
1795,6eb3d457c78f7f1d4a8d2f9ffff01cd1f0281d10904dc38cd5cbcffa7f98d482,8DEJ_chain_I,8DEJ:I,612,1,1,0,0,0,1
1796,be6a494e16c924c796102e30035bc55972e773d48cd761286ad30b04d54ac548,8DEX_chain_A,8DEX:A,227,1,1,0,0,0,1
1797,f987efe1b5b455985585c0caaef800d01c066b22ce803dea996e337bac6b78d6,8DMB_chain_A,8DMB:A,741,1,1,0,0,0,1
1798,590f456731395d68b00269bcbcfd70d6573bf2c3e5447287cf2cf2567f03305f,8DO6_chain_F,8DO6:F,141,1,1,0,0,0,1
1799,49ccc5d400dd7ff38b4a8fcdacd1ce66ab830e434f6dd73cb44b433ac2ef53a6,8DP3_chain_A,8DP3:A,256,1,1,0,0,0,1
1800,471783420d676cf82b1d7a3c1104c1994b3de7045686dd4ddaaba6f4ec8b4e8e,8DP3_chain_B,8DP3:B,238,1,1,0,0,0,1
1801,2f45c0c243798fb87117a2b132c8ac1393e35ac2f2f31d2dc55fce4bbefab7a7,8E28_chain_A,8E28:A,858,1,1,0,0,0,1
1802,ce14251d07e758697ffbc38a6f75ee6ecdaaa178f2465e7de81a6570366aea10,8E3I_chain_D,8E3I:D,572,1,1,0,0,0,1
1803,fdc9f0ff5a45d32a4b7045a4e5aa30c12f1cf8439a92727f140ea9bce017ec63,8E40_chain_A,8E40:A,386,1,1,0,0,0,1
1804,46f309a93be4a3682ac4f7c25cd8e8ff9518f7a41492ae365a0d6488c0796866,8E40_chain_B,8E40:B,178,1,1,0,0,0,1
1805,3397bc2a1b5eded940c4528482cdbc1a6de01c1e483e223dcdab947fcd6906d3,8EEY_chain_B,8EEY:B,1601,1,1,0,0,0,1
1806,e72bb6cabc64033bf9b02116f68acb5c6cb0004bbad27df94c3d2e7c2d0deaf1,8ENK_chain_A,8ENK:A,390,1,1,0,0,0,1
1807,58bfe2ef19f7c5014bb73898c61acadfab33d3ea79f359f1fb83a719254beacc,8EWG_chain_A,8EWG:A,1225,1,1,0,0,0,1
1808,c8c8373aff3e9c6a05090645216659fa5f97fe8aa69840670e714f149767371b,8F5G_chain_B,8F5G:B,192,1,1,0,0,0,1
1809,3aa03a79f1ea36890d5ea009de2c36a4ea264e2182a1f31a672d49f966b5222b,8FCJ_chain_A,8FCJ:A,212,1,1,0,0,0,1
1810,6fc4c09fd976938a05709293025fbc17cce75b207b4f625efac5864ab8680be3,8FCJ_chain_B,8FCJ:B,220,1,1,0,0,0,1
1811,ddf8a22dd49a5c95a6136bc69341b2e3a65742d40010010d4289bcbc43c589a3,8FCJ_chain_C,8FCJ:C,323,1,1,0,0,0,1
1812,1769fd1c40050ea10bd93a3f8598d646b11050b4b20ee6f86145952fe390e51f,8FCJ_chain_I,8FCJ:I,534,1,1,0,0,0,1
1813,43b727e670cfadc377cdbf8d98ed4404d6dab0a0cca8b55cc56f8a0102cdfe6f,8FCJ_chain_J,8FCJ:J,138,1,1,0,0,0,1
1814,4c772457075e9b1db3e24e5e62592f3f9f58d6788cfd08cbd91a18f8d5f65592,8FJK_chain_I,8FJK:I,1138,1,1,0,0,0,1
1815,76f9cca18347acc6ceceecc1a7f2dd3e2022acb8570522e1e4193756d7f7a4a4,8FJL_chain_B,8FJL:B,718,1,1,0,0,0,1
1816,032fb69a8d2c7245534fc4cf5d8d413227518636eb7264c507c90d8c0946eb5d,8FN6_chain_C,8FN6:C,492,1,1,0,0,0,1
1817,13718e0d980d123eaa664357285b9022e1a2c486c780f0df5eb1c0d3bcc0349c,8FOH_chain_C,8FOH:C,528,1,1,0,0,0,1
1818,2437960121363d116ade479ad1bead0e36843684190f9339f3712996e44b8f65,8FTI_chain_A,8FTI:A,775,1,1,0,0,0,1
1819,3f8ff5f0227d4fce709f1d76207b0e12c6810ae80ac416b713813a0ce600da47,8FTM_chain_A,8FTM:A,793,1,1,0,0,0,1
1820,4726447407d399fe8441ec332f0204405e2dda99ced0ae692bc0dafa3a9e8b44,8FVI_chain_C,8FVI:C,189,1,1,0,0,0,1
1821,20f4fb9c39fe66e86a9f1ac6e3163725a1cf2f9a52bbf06922c5fcc5a8c7fdf9,8FZR_chain_A,8FZR:A,503,1,1,0,0,0,1
1822,22d4aa4c2246aed797d92b1dc839afe1b9c57b1c431b94c2b2e7c4fa22497d06,8G5M_chain_A,8G5M:A,1239,1,1,0,0,0,1
1823,e1ce7b860f4760758247b8bc9588187b3296aec078384718888d17a6f1149481,8G9S_chain_A,8G9S:A,283,1,1,0,0,0,1
1824,c434f5280f14f745afb5d1fe23e98c630ebee77bdc004d166652143a161b634a,8G9S_chain_K,8G9S:K,205,1,1,0,0,0,1
1825,1c5334d233bb28f6326f2d26752a8e4e57837921f0490b293aa77439221d80b3,8G9S_chain_M,8G9S:M,409,1,1,0,0,0,1
1826,2292797ceed3161c19ab72cf8b06938d655bb985860d67ab9c9b69e72fbf4466,8G9S_chain_O,8G9S:O,70,1,1,0,0,0,1
1827,9cdb28cd32683ca8a388ebb1ad830db6efa91e88e10761f0d601c711e6b49660,8G9T_chain_A,8G9T:A,70,1,1,0,0,0,1
1828,cd3ca66fff13ab5fefc015d921cf4c86753a81baf902e0901ab91382b630cfb8,8G9T_chain_K,8G9T:K,582,1,1,0,0,0,1
1829,493aa8c6c13b9a5240b322d9a3373741ad593ef33626e40379358111935af3b5,8G9T_chain_M,8G9T:M,205,1,1,0,0,0,1
1830,a48a28c56c4c2d27488ececfc5033a8454d789d4311fe8080255c9dd8ccb69b6,8G9U_chain_J,8G9U:J,582,1,1,0,0,0,1
1831,c3a27b95e9c527c90e746428b2fde1e05843bbe926cf058887644c4a55c78040,8G9Z_chain_B,8G9Z:B,555,1,1,0,0,0,1
1832,27434c24ae2fa899449ab13fed8a15d535a4eddcba24e7132ddaae4e2715fb19,8GAF_chain_G,8GAF:G,582,1,1,0,0,0,1
1833,5b303235c24ca4972579c29391fe1bf2d5ce32b653eaa1d71b537488f6084395,8GH6_chain_A,8GH6:A,1114,1,1,0,0,0,1
1834,1920081c36c572431ad8a75ded8453c2105a12d7ed0125d1c791db90d8a0e1e6,8GNA_chain_A,8GNA:A,1717,1,1,0,0,0,1
1835,85dafe892573d026482e44bb2b2a45c2c8f76c7a3b5ff48b76ee487dca6dc571,8GS2_chain_C,8GS2:C,1616,1,1,0,0,0,1
1836,b4de98389fd311047546c71d5264521297d6b9674026ba610d13ff6f976c66b7,8GZR_chain_B,8GZR:B,673,1,1,0,0,0,1
1837,7a7c8d35a17d78236b676a82cc86e41acc7d332d1bd514d199088fa18243bffb,8H0I_chain_C,8H0I:C,152,1,1,0,0,0,1
1838,1598975208d3f12b996513f6163c5ad9e3f75dd8afb2d2fd759256f5f6b382f2,8H0S_chain_A,8H0S:A,202,1,1,0,0,0,1
1839,dc5d5db8fadcb44426240cd6499148067ade131690645666238c0b9af78ad6e9,8H1B_chain_A,8H1B:A,195,1,1,0,0,0,1
1840,e483dbb84ec4cad6216bf9b5f4b51c614bb396f34951e0a1247588e17a4cd081,8H67_chain_K,8H67:K,603,1,1,0,0,0,1
1841,e8ade556a2dbae29c7d40669d8865e790e0d58c9705f2476e865b165dd3cf0e5,8H69_chain_E,8H69:E,759,1,1,0,0,0,1
1842,dc2d2d992c92083294b78bcd153d905f40caa649a4bda2ca868707ad252d671c,8H8E_chain_B,8H8E:B,352,1,1,0,0,0,1
1843,744f15691b589958e7124e30d10737ced416eabf751b86b97818f882d638d3d6,8HHL_chain_D,8HHL:D,598,1,1,0,0,0,1
1844,6a97b9b1204ada8855b13cf91ef98244085cdb2af5f6141a47ee47c609b36c27,8HIO_chain_B,8HIO:B,596,1,1,0,0,0,1
1845,67454dcdccc4cf201b5c7b9d0994df74beda481ba18aea24b11c35f170e7d329,8HKE_chain_B,8HKE:B,776,1,1,0,0,0,1
1846,502ed6b6e1280694ebc51584f92eba99d76aad2a4c43b352c4006c8c3ef07a86,8HMY_chain_A,8HMY:A,485,1,1,0,0,0,1
1847,0ec0ebbf2b0161beb370a2cb5ec2a7a609691453770b29aa4a2358630315be42,8HMY_chain_B,8HMY:B,330,1,1,0,0,0,1
1848,cf5a5c2632911b4ffbdac839887623a7b410bea895c2d8b7a347f94ff0be1246,8HMZ_chain_A,8HMZ:A,485,1,1,0,0,0,1
1849,f14cfd9dc6a6d30cd4be00c05fb79d4bf2d36aa404a9057cfab6de77d36fcc10,8HMZ_chain_B,8HMZ:B,330,1,1,0,0,0,1
1850,91c5635033a503309149b3be34ac832d40779972a5748f2f566a2bbae87582ca,8HRA_chain_A,8HRA:A,947,1,1,0,0,0,1
1851,157e0454c7323afcc6d4fa61acb22ffbd94dec74993190202ade7b181883133a,8HUD_chain_A,8HUD:A,1107,1,1,0,0,0,1
1852,97ae3c9f56d52dd544582ce1631bc591e13cd01c49eef2d68d94ecdd2df6dd4c,8I3Q_chain_B,8I3Q:B,767,1,1,0,0,0,1
1853,e436550318f86fb54cf95201a3f6d1e80b54c0de4edebb6efb985d957e8e2322,8IAZ_chain_A,8IAZ:A,384,1,1,0,0,0,1
1854,4ccb71419c86ab2edce91f1baf9899ee2a23191dba78e571146c3c56280c6f19,8ID2_chain_A,8ID2:A,117,1,1,0,0,0,1
1855,3a815aa38ac3c17fdec845cd9d17a82a85f4aab4c6ccec65166b82436643dcb8,8IDF_chain_A,8IDF:A,537,1,1,0,0,0,1
1856,5a21c16f982373a87ccd69ca39b7dd2e3fae0c43ecc4a5799a197756a1bd9735,8IP0_chain_A,8IP0:A,551,1,1,0,0,0,1
1857,35cab0919273cccf0fdf9abbb870c44ad36f3ec658bef1b32f2aa560d76081fa,8IPM_chain_B,8IPM:B,338,1,1,0,0,0,1
1858,57e6edf18e7ae33f476f516a7efa524b2143018ab6a81bcd2cde6500bd046dc3,8ISS_chain_B,8ISS:B,465,1,1,0,0,0,1
1859,1c50769f99ef19d353e3b1b1ecae97fba575a3461f78e5eeafbd95a554f2fd7d,8ISS_chain_C,8ISS:C,310,1,1,0,0,0,1
1860,a6dcbc3cf958348e674bb4180bc105b4257878f747c015bfa91e922252ad3147,8ISS_chain_D,8ISS:D,530,1,1,0,0,0,1
1861,c72977e64861caf904efe924d81d3c3534478b6f86ea0251c231d317b3f81345,8IUO_chain_A,8IUO:A,362,1,1,0,0,0,1
1862,d1ac512737f7074f22d470d6fc6c6c180cdf6fc7c534fe193788d4f668cd9dbf,8IYQ_chain_A,8IYQ:A,1442,1,1,0,0,0,1
1863,a704aa1009c0223247719d16da0a85df8a86ecce727c0092309e71fe7ead522d,8J62_chain_B,8J62:B,150,1,1,0,0,0,1
1864,19de10d1be8d261475fa7a3459f2455d0878715266be75f10d49759fad369807,8J72_chain_A,8J72:A,281,1,1,0,0,0,1
1865,1195d9a8ef6e3e6d82bc94856b604937f7c67b0b3723fdb10e93a23d04ae1062,8J7R_chain_A,8J7R:A,270,1,1,0,0,0,1
1866,715d77edaa70614c79019293065238a59a20c10e932771b53662970a25da5bb3,8J7S_chain_A,8J7S:A,506,1,1,0,0,0,1
1867,7ab0bb215f75c8c712bd9d3b2243e2ffaa8d3b049c367974b1d95a8c3e106491,8J7S_chain_B,8J7S:B,418,1,1,0,0,0,1
1868,630c2b9ae5a155d2ede33af78f7b900df4a2844b56188d7c7c27f0f75a333d08,8J8H_chain_A,8J8H:A,541,1,1,0,0,0,1
1869,bedb9a8ae0b8173d751e55152d3f939c9679a9bf2672d1487171d828d971ab23,8J8H_chain_B,8J8H:B,484,1,1,0,0,0,1
1870,533bc073f53804e7348f4e5b332d35cc6d25ea134772c2984a6a401592181d4a,8JFT_chain_C,8JFT:C,114,1,1,0,0,0,1
1871,d0afc837d7d14e02824bc7c27f283fcb352152592ce81e7ebd2955d18c942227,8JG9_chain_E,8JG9:E,171,1,1,0,0,0,1
1872,314d7e5d81dea8ff1770e3030f2a77e413b168638c87b5d56843240214d3aae8,8JL0_chain_A,8JL0:A,586,1,1,0,0,0,1
1873,9ee33bf8feb97772fe63fa8a82239d59adaad3bc3249c0df7b16d9fb18337526,8JOZ_chain_A,8JOZ:A,282,1,1,0,0,0,1
1874,5e1534435030e2c565d0d694b41dea688087ed11b891123f5a671ffb558f4fa6,8K22_chain_A,8K22:A,178,1,1,0,0,0,1
1875,dcdd9e9a854db6e5cb151c0c42284b8efb24bd372e9195ef13bb5ba26f968c31,8K23_chain_A,8K23:A,177,1,1,0,0,0,1
1876,adf1a6a8a48002145add9bcd5f9ddc167cbbc86ab41ade13fc2948e90441b5f9,8K29_chain_B,8K29:B,179,1,1,0,0,0,1
1877,bc716750df7f9d0c2e684744ceb90ab67ba84657d1e2d71e6672b0080fd0ca01,8K29_chain_C,8K29:C,248,1,1,0,0,0,1
1878,5db54b5f8b86da887f85ee60674139c7feebf4318107e6852ec4b6ac0f9e1583,8K29_chain_D,8K29:D,306,1,1,0,0,0,1
1879,223b578e942cba71b3f2994f2f5dadc8c710d60e7b53ae93036a691ef7fefe54,8K29_chain_J,8K29:J,168,1,1,0,0,0,1
1880,9268138770a7949f595c2114ccc6ad8470e889a0aa752b2399739055b2b8a87d,8KD9_chain_C,8KD9:C,190,1,1,0,0,0,1
1881,f8cfeea6b15d472e77e55c31a078d9710d32c1f6f04f0235ce9db22a914df88e,8KDA_chain_H,8KDA:H,189,1,1,0,0,0,1
1882,1577ebd53d462d39fcc4a3ae136b4f2ca2f53f9130a1b715d8e2dbcc638ce7b3,8KI8_chain_A,8KI8:A,1775,1,1,0,0,0,1
1883,7008b6c1745109c4a5477eb149dc152139381bde562528e09c134b48c2bb341e,8OKD_chain_A,8OKD:A,482,1,1,0,0,0,1
1884,8b7773342d5bdca4e365982adb81aab2ea0a773d8ccebaa353d7be2ab8231825,8OP2_chain_A,8OP2:A,370,1,1,0,0,0,1
1885,b9e4878c76d410237d0ceed28dfee8251328ba59e99a3e4bafd469540e400b9c,8OST_chain_A,8OST:A,1644,1,1,0,0,0,1
1886,1c5839061af0e800eeafa4e6178f6fe730481691c1ae2e09d589a45a0b8e8a58,8P0B_chain_A,8P0B:A,622,1,1,0,0,0,1
1887,59b8ea87a3441a129781b38a1f06a4817397e610e3b9584f9043a94829367ffa,8P0B_chain_B,8P0B:B,710,1,1,0,0,0,1
1888,dba9ae9a573dc305b7f618a277b4272f519fdd1285b28866350851a91be26e99,8P0B_chain_C,8P0B:C,769,1,1,0,0,0,1
1889,66b572d258cb4be83267d1465bd57309c2f6cc76aee7a1749697ae283297a4c9,8P7C_chain_A,8P7C:A,514,1,1,0,0,0,1
1890,7d64b9730e06cf41ae64c45e00a48ea3a4c7b72312cba91a2cf9ccacbe85a10c,8P7C_chain_C,8P7C:C,284,1,1,0,0,0,1
1891,a8f14bffd8bfd0e9bdcde57f8906194a7c3a92b209b38e649c15ea5e7e7e42d0,8PDL_chain_A,8PDL:A,394,1,1,0,0,0,1
1892,78c8e02f67036562b381b3e888a0cba2b578808753062af15507396d249dc5d4,8PDR_chain_B,8PDR:B,401,1,1,0,0,0,1
1893,db07b4be0a4721e699cf7ee5a57b9554878900edbefd64b3baad549b95fd7efc,8PJ9_chain_A,8PJ9:A,1397,1,1,0,0,0,1
1894,b49385e72c0c8e599c1aa35b04b14d7d1b0ff03e3b4977a7ddf59a09d99c015d,8PM4_chain_A,8PM4:A,614,1,1,0,0,0,1
1895,931a1041bdd5f1e39ce7b302b775a48fb33bdafef70fcd051fa2606952db788e,8POH_chain_A,8POH:A,729,1,1,0,0,0,1
1896,cc72d28c684e3e7d8c0e9a7bbbf132e22a45da0144db987e5a985a3ca9842b72,8PTX_chain_A,8PTX:A,1332,1,1,0,0,0,1
1897,193152968b2e868f209389193704687b0d3ccaf51dd5221ea0783294bf4b1c80,8PTX_chain_C,8PTX:C,581,1,1,0,0,0,1
1898,5b8bc2d94375d80ab9107fad850935758b0968312293dac9d30d485300e9e484,8PV1_chain_AB,8PV1:AB,935,1,1,0,0,0,1
1899,88d79c7c6e39b009156f28ef52d7ce60360a81d018b832cd5f0bda61384c9612,8PV1_chain_CA,8PV1:CA,262,1,1,0,0,0,1
1900,c0dee70a2923c2208ad622b8d2be1ea264d442572f7f249bc3d2b114483f3892,8PV1_chain_CB,8PV1:CB,95,1,1,0,0,0,1
1901,ccb5f2c9ba979512987534585b5a44919844b1b03c59cd8a06440b304f833dfe,8PV1_chain_E,8PV1:E,391,1,1,0,0,0,1
1902,27679561e8f1a6c6df734b1d324cada8a8cfc7c518fd784211662031421b85ac,8PV1_chain_EA,8PV1:EA,173,1,1,0,0,0,1
